"Utility.ID","Utility.Name","Plant.Code","Technology","Plant.Name","Energy.Source.1","Prime.Mover","Nameplate.Capacity","Average.Operating.Year","Min.Operating.Year","Max.Operating.Year","Net.Generation.MWh","Electric.Fuel.Consumption.MMBtu","Capacity.Factor","Heat.Rate","Year"
"10000","Kansas City Power & Light Co","1241","Conventional Steam Coal","La Cygne","SUB","ST",1578,1975,1977,1973,7685884,79892617,0.55601015099166,10394.7206333065,"2011"
"10000","Kansas City Power & Light Co","2079","Natural Gas Fired Combined Cycle","Hawthorn","NG","CA",146,2000,2000,2000,48899,7825,0.0382334083943204,160.023722366511,"2011"
"10000","Kansas City Power & Light Co","2079","Natural Gas Fired Combined Cycle","Hawthorn","NG","CT",176,1997,1997,1997,167141,1949597,0.108409220630967,11664.3851598351,"2011"
"10000","Kansas City Power & Light Co","2079","Natural Gas Fired Combustion Turbine","Hawthorn","NG","GT",154,2000,2000,2000,1608,31314,0.0011919587262053,19473.8805970149,"2011"
"10000","Kansas City Power & Light Co","2079","Conventional Steam Coal","Hawthorn","SUB","ST",594.3,1969,1969,1969,3759752,38580425,0.722186494682743,10261.4281473884,"2011"
"10000","Kansas City Power & Light Co","2080","Conventional Steam Coal","Montrose","SUB","ST",564,1960.66666666667,1964,1958,2598490,28784929,0.525941983224845,11077.5600444874,"2011"
"10000","Kansas City Power & Light Co","2081","Petroleum Liquids","Northeast","DFO","GT",484,1975,1977,1972,-471,0,-0.0001110890977018,0,"2011"
"10000","Kansas City Power & Light Co","2081","Petroleum Liquids","Northeast","DFO","IC",2,1985,1985,1985,-952,21931,-0.054337899543379,-23036.7647058824,"2011"
"10000","Kansas City Power & Light Co","56351","Onshore Wind Turbine","Spearville","WND","WT",148,2008,2010,2006,563635,5476276,0.43474253362952,9715.99705483159,"2011"
"10000","Kansas City Power & Light Co","6065","Conventional Steam Coal","Iatan","SUB","ST",1640,1995,2010,1980,9016383,86514456,0.627602113264283,9595.25077849954,"2011"
"10000","Kansas City Power & Light Co","7928","Natural Gas Fired Combustion Turbine","Osawatomie","NG","GT",90,2003,2003,2003,7449,106841,0.0094482496194825,14342.9990602765,"2011"
"10000","Kansas City Power & Light Co","7929","Natural Gas Fired Combustion Turbine","West Gardner","NG","GT",365.2,2003,2003,2003,43669,609649,0.0136501797976464,13960.681490302,"2011"
"10005","Kansas Gas & Electric Co","1240","Natural Gas Fired Combustion Turbine","Gordon Evans Energy Center","NG","GT",375.1,2000.33333333333,2001,2000,161492,1874456,0.0491473202275436,11607.1136650732,"2011"
"10005","Kansas Gas & Electric Co","1240","Petroleum Liquids","Gordon Evans Energy Center","DFO","IC",2.9,1969,1969,1969,30,320,0.00118091639111951,10666.6666666667,"2011"
"10005","Kansas Gas & Electric Co","1240","Natural Gas Steam Turbine","Gordon Evans Energy Center","NG","ST",526,1964,1967,1961,596120,7337205,0.129373057624529,12308.2684694357,"2011"
"10005","Kansas Gas & Electric Co","1242","Natural Gas Steam Turbine","Murray Gill","NG","ST",349,1955.25,1959,1952,284232,3957275,0.0929701299211053,13922.6934335332,"2011"
"10005","Kansas Gas & Electric Co","1243","Natural Gas Steam Turbine","Neosho","NG","ST",69,1954,1954,1954,2131,42760,0.00352557739395143,20065.6968559362,"2011"
"10023","TC Ravenswood LLC","2500","Natural Gas Fired Combined Cycle","Ravenswood","NG","CA",80,2003,2003,2003,173312,0,0.247305936073059,0,"2011"
"10023","TC Ravenswood LLC","2500","Natural Gas Fired Combined Cycle","Ravenswood","NG","CT",170,2003,2003,2003,1372296,11887125,0.921498791297341,8662.21646058868,"2011"
"10023","TC Ravenswood LLC","2500","Natural Gas Fired Combustion Turbine","Ravenswood","NG","GT",548,1968.88235294118,1969,1967,32618,542382,0.00679473719294737,16628.3033907658,"2011"
"10023","TC Ravenswood LLC","2500","Natural Gas Steam Turbine","Ravenswood","NG","ST",1827,1963.66666666667,1965,1963,1703403,19572647,0.10643262028477,11490.3208459771,"2011"
"10046","Kas Brothers Windfarm LLC","55809","Onshore Wind Turbine","Kas Brothers Windfarm","WND","WT",1.5,2001,2001,2001,3935,38234,0.299467275494673,9716.39135959339,"2011"
"1005","Avalon/Mayo Hydropower LLC","54801","Conventional Hydroelectric","Avalon/Mayo Hydropower","WAT","HY",1.2,1999,2000,1997,3296,32023,0.313546423135464,9715.71601941748,"2011"
"10056","City of Kaukauna","4118","Natural Gas Fired Combustion Turbine","Kaukauna Gas Turbine","NG","GT",18,1969,1969,1969,18,2016,0.000114155251141553,112000,"2011"
"10056","City of Kaukauna","4119","Conventional Hydroelectric","Little Chute","WAT","HY",3.3,1948,1948,1948,24540,238430,0.848899958488999,9715.9739201304,"2011"
"10056","City of Kaukauna","4120","Conventional Hydroelectric","New Badger","WAT","HY",3.6,1928,1928,1928,27473,266926,0.871163115169964,9715.93928584428,"2011"
"10056","City of Kaukauna","4121","Conventional Hydroelectric","Old Badger","WAT","HY",2,1907,1907,1907,11631,113007,0.663869863013699,9716.01753933454,"2011"
"10056","City of Kaukauna","4122","Conventional Hydroelectric","Rapide Croche","WAT","HY",2.4,1926,1926,1926,16086,156291,0.765125570776256,9715.9641924655,"2011"
