"Utility.ID","Utility.Name","Plant.Code","Technology","Plant.Name","Energy.Source.1","Prime.Mover","Nameplate.Capacity","Average.Operating.Year","Min.Operating.Year","Max.Operating.Year","Net.Generation.MWh","Electric.Fuel.Consumption.MMBtu","Capacity.Factor","Heat.Rate","Year"
"10000","Kansas City Power & Light Co","1241","Conventional Steam Coal","La Cygne","SUB","ST",1578,1975,1977,1973,3768439.1,40320729,0.272615406763084,10699.5835490615,"2017"
"10000","Kansas City Power & Light Co","2079","Natural Gas Fired Combined Cycle","Hawthorn","NG","CA",146,2000,2000,2000,13393,11905,0.010471789579033,888.897185096692,"2017"
"10000","Kansas City Power & Light Co","2079","Natural Gas Fired Combined Cycle","Hawthorn","NG","CT",176,1997,1997,1997,41146,527556,0.0266876816106268,12821.5622417732,"2017"
"10000","Kansas City Power & Light Co","2079","Natural Gas Fired Combustion Turbine","Hawthorn","NG","GT",154,2000,2000,2000,29907,389958,0.0221690980252624,13039.0209649915,"2017"
"10000","Kansas City Power & Light Co","2079","Conventional Steam Coal","Hawthorn","SUB","ST",594.3,1969,1969,1969,3151549.4,32315080,0.605360782840332,10253.7120312948,"2017"
"10000","Kansas City Power & Light Co","2080","Conventional Steam Coal","Montrose","SUB","ST",376,1962,1964,1960,362612.43,4455028,0.110090726100262,12285.9219139289,"2017"
"10000","Kansas City Power & Light Co","2081","Petroleum Liquids","Northeast (MO)","DFO","GT",484,1975,1977,1972,0,0,0,NA,"2017"
"10000","Kansas City Power & Light Co","2081","Petroleum Liquids","Northeast (MO)","DFO","IC",2,1985,1985,1985,-107,32217,-0.00610730593607306,-301093.457943925,"2017"
"10000","Kansas City Power & Light Co","56351","Onshore Wind Turbine","Spearville","WND","WT",148.5,2008,2010,2006,310296,2858757,0.238531433051981,9212.999845309,"2017"
"10000","Kansas City Power & Light Co","59772","Batteries","KCP&L SmartGrid Innovation Park","MWH","BA",1,2012,2012,2012,0,0,0,NA,"2017"
"10000","Kansas City Power & Light Co","6065","Conventional Steam Coal","Iatan","SUB","ST",1640,1995,2010,1980,10862943,102447360,0.756135357500835,9430.90284097044,"2017"
"10000","Kansas City Power & Light Co","7928","Natural Gas Fired Combustion Turbine","Osawatomie","NG","GT",90,2003,2003,2003,433,12504,0.000549213597158803,28877.5981524249,"2017"
"10000","Kansas City Power & Light Co","7929","Natural Gas Fired Combustion Turbine","West Gardner","NG","GT",365.2,2003,2003,2003,9856,151496,0.00308081641635033,15370.9415584416,"2017"
"10004","King County Dept-Natural Res","50329","Other Waste Biomass","West Point Treatment Plant","OBG","IC",4.6,2012,2012,2012,9530,57353,0.236499900734564,6018.15320041973,"2017"
"10005","Kansas Gas & Electric Co","1240","Natural Gas Fired Combustion Turbine","Gordon Evans Energy Center","NG","GT",375.1,2000.33333333333,2001,2000,122010.74,1367683,0.0371318759441927,11209.5295873134,"2017"
"10005","Kansas Gas & Electric Co","1240","Petroleum Liquids","Gordon Evans Energy Center","DFO","IC",2.9,1969,1969,1969,28,273,0.00110218863171154,9750,"2017"
"10005","Kansas Gas & Electric Co","1240","Natural Gas Steam Turbine","Gordon Evans Energy Center","NG","ST",526,1964,1967,1961,254867,3399941,0.0553125596819279,13340.0597174212,"2017"
"10005","Kansas Gas & Electric Co","1242","Natural Gas Steam Turbine","Murray Gill","NG","ST",228,1957.5,1959,1956,56786,989295,0.0284316670672114,17421.4595146691,"2017"
"10035","Kansas Municipal Energy Agency","59045","Natural Gas Internal Combustion Engine","Jameson Energy Center","NG","IC",27.6,2014,2014,2014,5491,67115,0.0227111044934154,12222.7281005281,"2017"
"10046","Kas Brothers Windfarm LLC","55809","Onshore Wind Turbine","Kas Brothers Windfarm","WND","WT",1.5,2001,2001,2001,3736,34419,0.284322678843227,9212.79443254818,"2017"
"1005","Avalon Hydropower LLC","54801","Conventional Hydroelectric","Avalon Hydropower","WAT","HY",1.2,1999,2000,1997,3693,34023,0.351312785388128,9212.83509341998,"2017"
"10056","City of Kaukauna","4118","Natural Gas Fired Combustion Turbine","Kaukauna Gas Turbine","NG","GT",18,1969,1969,1969,209,4868,0.00132546930492136,23291.8660287081,"2017"
"10056","City of Kaukauna","4119","Conventional Hydroelectric","Little Chute","WAT","HY",3.3,1948,1948,1948,25290,232997,0.874844333748443,9213.00909450376,"2017"
"10056","City of Kaukauna","4120","Conventional Hydroelectric","New Badger","WAT","HY",8.2,2014,2014,2014,45568,419819,0.634369083416862,9213.02229634831,"2017"
"10056","City of Kaukauna","4122","Conventional Hydroelectric","Rapide Croche","WAT","HY",2.4,1926,1926,1926,18782,173038,0.8933599695586,9212.96986476414,"2017"
"10056","City of Kaukauna","4201","Conventional Hydroelectric","Combined Locks","WAT","HY",6.2,1988,1988,1988,42681,393220,0.785848431285904,9212.99875822966,"2017"
"10056","City of Kaukauna","54885","Conventional Hydroelectric","Kimberly Mill","WAT","HY",2.1,1926.66666666667,1927,1926,13400,123456,0.728419221569907,9213.13432835821,"2017"
"10056","City of Kaukauna","7822","Conventional Hydroelectric","Kaukauna City Hydro","WAT","HY",4.8,1941,1942,1940,39436,363325,0.937880517503805,9213.02870473679,"2017"
"10071","Kauai Island Utility Cooperative","56258","All Other","Kapaia Power Station","OTH","GT",39.1,2002,2002,2002,180490.09,1606568,0.526953748146072,8901.14243945471,"2017"
"10071","Kauai Island Utility Cooperative","58639","Batteries","KRS I Anahola Solar","MWH","BA",6,2015,2015,2015,-359,0,-0.00683028919330289,0,"2017"
"10071","Kauai Island Utility Cooperative","58639","Solar Photovoltaic","KRS I Anahola Solar","SUN","PV",12,2015,2015,2015,21530,198357,0.204813546423135,9213.05155596842,"2017"
"10071","Kauai Island Utility Cooperative","58640","Batteries","KRS II Koloa Solar","MWH","BA",1.5,2014,2014,2014,0,0,0,NA,"2017"
"10071","Kauai Island Utility Cooperative","58640","Solar Photovoltaic","KRS II Koloa Solar","SUN","PV",12,2014,2014,2014,21813,200964,0.207505707762557,9213.03809654793,"2017"
"10071","Kauai Island Utility Cooperative","6474","Petroleum Liquids","Port Allen (HI)","DFO","GT",43,1975,1977,1973,4206,73934,0.0111659764256133,17578.2215882073,"2017"
"10071","Kauai Island Utility Cooperative","6474","Petroleum Liquids","Port Allen (HI)","DFO","IC",46.5,1977.11111111111,1991,1964,100232,950546,0.246064712525163,9483.45837656637,"2017"
"10071","Kauai Island Utility Cooperative","6474","Petroleum Liquids","Port Allen (HI)","DFO","ST",10,1969,1969,1969,830.381,17303,0.00947923515981735,20837.4228215723,"2017"
"10077","Kaweah Delta Hospital","10042","Natural Gas Fired Combustion Turbine","Kaweah Delta District Hospital","NG","GT",3.5,2008,2008,2008,18684.68,324112,0.609415525114155,17346.4035776904,"2017"
"10099","Kaweah River Power Authority","54343","Conventional Hydroelectric","Terminus Hydroelectric Project","WAT","HY",20.1,1990,1990,1990,82289,758127,0.467349326427225,9212.98107888053,"2017"
"1015","Austin Energy","3548","Natural Gas Fired Combustion Turbine","Decker Creek","NG","GT",206,1988,1988,1988,25320,326005,0.0140311211597287,12875.3949447077,"2017"
"1015","Austin Energy","3548","Natural Gas Steam Turbine","Decker Creek","NG","ST",726,1974.5,1978,1971,377101,4281698,0.0592948476043121,11354.2472706251,"2017"
"1015","Austin Energy","56374","Natural Gas Fired Combustion Turbine","Robert Mueller Energy Center","NG","GT",4.6,2006,2006,2006,28589,332487,0.709474885844749,11629.8926160411,"2017"
"1015","Austin Energy","56374","Petroleum Liquids","Robert Mueller Energy Center","DFO","IC",1.5,2006,2006,2006,19,215,0.00144596651445967,11315.7894736842,"2017"
"1015","Austin Energy","61742","Flywheels","System Control Center","MWH","FW",5,2012,2012,2012,0,0,0,NA,"2017"
"1015","Austin Energy","7900","Natural Gas Fired Combined Cycle","Sand Hill","NG","CA",190,2004,2004,2004,441071,313279,0.265003004085556,710.268868277443,"2017"
"1015","Austin Energy","7900","Natural Gas Fired Combined Cycle","Sand Hill","NG","CT",198,2004,2004,2004,733476,8982460,0.422879479728795,12246.4266042788,"2017"
"1015","Austin Energy","7900","Natural Gas Fired Combustion Turbine","Sand Hill","NG","GT",308.4,2004,2010,2001,206912,1874475,0.0765891417775646,9059.28607330653,"2017"
"10152","City of Kennett - (MO)","2139","Petroleum Liquids","Kennett","DFO","IC",3,1944.5,1949,1942,63.42,1073,0.00241324200913242,16918.9530116682,"2017"
"10152","City of Kennett - (MO)","2139","Natural Gas Internal Combustion Engine","Kennett","NG","IC",41.5,1971.22222222222,2001,1951,1990.58,33655,0.00547554601969522,16907.1325945202,"2017"
"10171","Kentucky Utilities Co","1354","Conventional Hydroelectric","Dix Dam","WAT","HY",28.2,1925,1925,1925,59235,545733,0.239786748275527,9213.01595340593,"2017"
"10171","Kentucky Utilities Co","1355","Natural Gas Fired Combustion Turbine","E W Brown","NG","GT",980.6,1997,2001,1994,223150.27,2887675,0.0259777433348514,12940.4952097974,"2017"
"10171","Kentucky Utilities Co","1355","Solar Photovoltaic","E W Brown","SUN","PV",10,2016,2016,2016,17449,160759,0.199189497716895,9213.07811335893,"2017"
