"Utility.ID","Plant.Code","Prime.Mover","Energy.Source.1","Utility.Name","Technology","Plant.Name","Nameplate.Capacity","Operating.Year.avg","Operating.Year.max","Operating.Year.min","NERC.Region","Net.Generation.MWh","Elec.Fuel.Consumption.MMBtu","Capacity.Factor","Heat.Rate","Year"
10000,1241,"ST","SUB","Kansas City Power & Light Co","Conventional Steam Coal","La Cygne",1578,1975,1977,1973,"SPP",7091785,75450471,0.51303200108802,10639.1368322644,2013
10000,2079,"CA","NG","Kansas City Power & Light Co","Natural Gas Fired Combined Cycle","Hawthorn",146,2000,2000,2000,"SPP",40572,14316,0.0317226496528429,352.854185152322,2013
10000,2079,"CT","NG","Kansas City Power & Light Co","Natural Gas Fired Combined Cycle","Hawthorn",176,1997,1997,1997,"SPP",120010,1425291,0.0778396118721461,11876.4352970586,2013
10000,2079,"GT","NG","Kansas City Power & Light Co","Natural Gas Fired Combustion Turbine","Hawthorn",154,2000,2000,2000,"SPP",1490,33870,0.00110448911818775,22731.5436241611,2013
10000,2079,"ST","SUB","Kansas City Power & Light Co","Conventional Steam Coal","Hawthorn",594.3,1969,1969,1969,"SPP",3864429,40274303,0.742293223984013,10421.7991843038,2013
10000,2080,"ST","SUB","Kansas City Power & Light Co","Conventional Steam Coal","Montrose",564,1960.66666666667,1964,1958,"SPP",2778059,30862947,0.562287274523139,11109.5361905561,2013
10000,2081,"GT","DFO","Kansas City Power & Light Co","Petroleum Liquids","Northeast (MO)",484,1975,1977,1972,"SPP",-154,0,-3.63221253632213e-05,0,2013
10000,2081,"IC","DFO","Kansas City Power & Light Co","Petroleum Liquids","Northeast (MO)",2,1985,1985,1985,"SPP",-414,19148,-0.0236301369863014,-46251.2077294686,2013
10000,56351,"WT","WND","Kansas City Power & Light Co","Onshore Wind Turbine","Spearville",148.5,2008,2010,2006,"SPP",490566,4680491,0.377108989437757,9541.00161853859,2013
10000,6065,"ST","SUB","Kansas City Power & Light Co","Conventional Steam Coal","Iatan",1640,1995,2010,1980,"SPP",10581673,101263170,0.736557035861454,9569.67485198229,2013
10000,7928,"GT","NG","Kansas City Power & Light Co","Natural Gas Fired Combustion Turbine","Osawatomie",90,2003,2003,2003,"SPP",257,10262,0.0003259766615931,39929.9610894942,2013
10000,7929,"GT","NG","Kansas City Power & Light Co","Natural Gas Fired Combustion Turbine","West Gardner",365.2,2003,2003,2003,"SPP",23643,344222,0.00739039595492806,14559.1506999958,2013
10004,50329,"IC","OBG","King County Dept-Natural Res","Other Waste Biomass","West Point Treatment Plant",4.6,2012,2012,2012,"WECC",6506,60524,0.161455231288465,9302.79741776821,2013
10005,1240,"GT","NG","Kansas Gas & Electric Co","Natural Gas Fired Combustion Turbine","Gordon Evans Energy Center",375.1,2000.33333333333,2001,2000,"SPP",96356,1128357,0.0293242958650905,11710.293079829,2013
10005,1240,"IC","DFO","Kansas Gas & Electric Co","Petroleum Liquids","Gordon Evans Energy Center",2.9,1969,1969,1969,"SPP",27,350,0.00106282475200756,12962.962962963,2013
10005,1240,"ST","NG","Kansas Gas & Electric Co","Natural Gas Steam Turbine","Gordon Evans Energy Center",526,1964,1967,1961,"SPP",515666,6451035,0.111912512804486,12510.1034390478,2013
10005,1242,"ST","NG","Kansas Gas & Electric Co","Natural Gas Steam Turbine","Murray Gill",349,1955.25,1959,1952,"SPP",118164,1767960,0.0386505475526946,14961.917335229,2013
10023,2500,"CA","NG","TC Ravenswood LLC","Natural Gas Fired Combined Cycle","Ravenswood",80,2003,2003,2003,"NPCC",455129,0,0.649442066210046,0,2013
10023,2500,"CT","NG","TC Ravenswood LLC","Natural Gas Fired Combined Cycle","Ravenswood",170,2003,2003,2003,"NPCC",1015937,10928484,0.682203196347032,10757.0489114975,2013
10023,2500,"GT","NG","TC Ravenswood LLC","Natural Gas Fired Combustion Turbine","Ravenswood",523,1968.875,1969,1967,"NPCC",27513,471722,0.00600526467429739,17145.4221640679,2013
10023,2500,"ST","NG","TC Ravenswood LLC","Natural Gas Steam Turbine","Ravenswood",1827,1963.66666666667,1965,1963,"NPCC",1556665,17485477,0.0972640853958757,11232.6524974866,2013
10046,55809,"WT","WND","Kas Brothers Windfarm LLC","Onshore Wind Turbine","Kas Brothers Windfarm",1.5,2001,2001,2001,"MRO",3524,33621,0.268188736681887,9540.5788876277,2013
1005,54801,"HY","WAT","Avalon/Mayo Hydropower LLC","Conventional Hydroelectric","Avalon/Mayo Hydropower",1.2,1999,2000,1997,"SERC",5309,50652,0.505041856925419,9540.77980787342,2013
10056,4118,"GT","NG","City of Kaukauna","Natural Gas Fired Combustion Turbine","Kaukauna Gas Turbine",18,1969,1969,1969,"MRO",87,2342,0.000551750380517504,26919.5402298851,2013
10056,4119,"HY","WAT","City of Kaukauna","Conventional Hydroelectric","Little Chute",3.3,1948,1948,1948,"MRO",22859,218099,0.7907499654075,9541.05603919682,2013
10056,4122,"HY","WAT","City of Kaukauna","Conventional Hydroelectric","Rapide Croche",2.4,1926,1926,1926,"MRO",15157,144614,0.72093797564688,9541.07013261199,2013
10056,4201,"HY","WAT","City of Kaukauna","Conventional Hydroelectric","Combined Locks",6.2,1988,1988,1988,"MRO",39956,381221,0.735675357195463,9541.02012213435,2013
10056,54885,"HY","WAT","City of Kaukauna","Conventional Hydroelectric","Kimberly Mill",2.1,1926.66666666667,1927,1926,"RFC",12992,123958,0.706240487062405,9541.10221674877,2013
10056,7822,"HY","WAT","City of Kaukauna","Conventional Hydroelectric","Kaukauna City Hydro",4.8,1941,1942,1940,"MRO",34190,326205,0.813118340943683,9540.94764551038,2013
10071,56258,"GT","OTH","Kauai Island Utility Cooperative","All Other","Kapaia Power Station",39.1,2002,2002,2002,"HICC",205415,1797445,0.599723808522813,8750.31034734562,2013
10071,6474,"CA","DFO","Kauai Island Utility Cooperative","Petroleum Liquids","Port Allen (HI)",10,1969,1969,1969,"HICC",4516,70816,0.0515525114155251,15681.1337466785,2013
10071,6474,"CT","DFO","Kauai Island Utility Cooperative","Petroleum Liquids","Port Allen (HI)",43,1975,1977,1973,"HICC",19620,280489,0.0520866517999363,14296.0754332314,2013
10071,6474,"IC","DFO","Kauai Island Utility Cooperative","Petroleum Liquids","Port Allen (HI)",46.5,1977.11111111111,1991,1964,"HICC",166955,1566577,0.409866450630923,9383.22901380612,2013
10077,10042,"GT","NG","Kaweah Delta Hospital","Natural Gas Fired Combustion Turbine","Kaweah Delta District Hospital",3.5,2008,2008,2008,"WECC",0,335584,0,Inf,2013
1009,1961,"ST","NG","City of Austin - (MN)","Natural Gas Steam Turbine","Austin Northeast",31.9,1971,1971,1971,"MRO",1990,28455,0.00712128369190249,14298.9949748744,2013
10099,54343,"HY","WAT","Kaweah River Power Authority","Conventional Hydroelectric","Terminus Hydroelectric Project",20.1,1990,1990,1990,"WECC",10529,100459,0.0597980417546968,9541.17200113971,2013
10127,50712,"WT","WND","Kenetech Windpower Inc","Onshore Wind Turbine","Altamont Pass Windplant",332.5,1983,1983,1983,"WECC",381192,3636952,0.130872386445566,9540.99771243888,2013
1015,3548,"GT","NG","Austin Energy","Natural Gas Fired Combustion Turbine","Decker Creek",206,1988,1988,1988,"TRE",33533,476051,0.0185823691093674,14196.4930068887,2013
1015,3548,"ST","NG","Austin Energy","Natural Gas Steam Turbine","Decker Creek",726,1974.5,1978,1971,"TRE",531330,6117590,0.083545605494547,11513.729697175,2013
1015,56374,"GT","NG","Austin Energy","Natural Gas Fired Combustion Turbine","Robert Mueller Energy Center",4.6,2006,2006,2006,"TRE",27780,361765,0.689398451459202,13022.498200144,2013
1015,56374,"IC","DFO","Austin Energy","Petroleum Liquids","Robert Mueller Energy Center",1.5,2006,2006,2006,"TRE",22,282,0.00167427701674277,12818.1818181818,2013
1015,7900,"CA","NG","Austin Energy","Natural Gas Fired Combined Cycle","Sand Hill",190,2004,2004,2004,"TRE",394894,449360,0.23725907233838,1137.92562054627,2013
1015,7900,"CT","NG","Austin Energy","Natural Gas Fired Combined Cycle","Sand Hill",198,2004,2004,2004,"TRE",642228,7520003,0.370271205202712,11709.2418891733,2013
1015,7900,"GT","NG","Austin Energy","Natural Gas Fired Combustion Turbine","Sand Hill",308.4,2004,2010,2001,"TRE",311090,3198461,0.115150963286724,10281.4651708509,2013
10152,2139,"IC","DFO","City of Kennett - (MO)","Petroleum Liquids","Kennett",3,1944.5,1949,1942,"SERC",73,1774,0.00277777777777778,24301.3698630137,2013
10152,2139,"IC","NG","City of Kennett - (MO)","Natural Gas Internal Combustion Engine","Kennett",41.5,1971.22222222222,2001,1951,"SERC",649,15729,0.00178522308411729,24235.7473035439,2013
10171,1354,"HY","WAT","Kentucky Utilities Co","Conventional Hydroelectric","Dix Dam",28.2,1925,1925,1925,"SERC",106623,1017290,0.431616146895949,9540.9995967099,2013
10171,1355,"GT","NG","Kentucky Utilities Co","Natural Gas Fired Combustion Turbine","E W Brown",980.6,1997,2001,1994,"SERC",106638,1458905,0.0124141216308718,13680.9111198635,2013
10171,1355,"ST","BIT","Kentucky Utilities Co","Conventional Steam Coal","E W Brown",757.1,1963.66666666667,1971,1957,"SERC",2849434,31992574,0.429636578894834,11227.6943421044,2013
10171,1356,"ST","BIT","Kentucky Utilities Co","Conventional Steam Coal","Ghent",2225.9,1979,1984,1974,"SERC",13142149,143193250,0.673994932222788,10895.725653392,2013
10171,1357,"ST","BIT","Kentucky Utilities Co","Conventional Steam Coal","Green River",188.6,1956.5,1959,1954,"SERC",962318,11304764,0.582468997709632,11747.4306829967,2013
10171,1358,"GT","NG","Kentucky Utilities Co","Natural Gas Fired Combustion Turbine","Haefling",41.4,1970,1970,1970,"SERC",406,11963,0.00111949352568769,29465.5172413793,2013
10179,1983,"IC","DFO","Kenyon Municipal Utilities","Petroleum Liquids","Kenyon Municipal",5.4,1997,1997,1997,"MRO",29,356,0.000613055978352782,12275.8620689655,2013
10203,10496,"GT","NG","Kern River Cogeneration Co","Natural Gas Fired Combustion Turbine","Kern River Cogeneration",300,1985,1985,1985,"WECC",1284981,6066296,0.488957762557078,4720.92272181456,2013
10210,6580,"HY","WAT","Ketchikan Public Utilities","Conventional Hydroelectric","Beaver Falls",5.4,1951.66666666667,1954,1947,"ASCC",42463,405139,0.89766193133773,9540.98862539152,2013
10210,6581,"HY","WAT","Ketchikan Public Utilities","Conventional Hydroelectric","Silvis",2.1,1968,1968,1968,"ASCC",10997,104924,0.59779299847793,9541.14758570519,2013
10210,70,"HY","WAT","Ketchikan Public Utilities","Conventional Hydroelectric","Swan Lake",22.4,1984,1984,1984,"ASCC",69157,659826,0.352439049249837,9540.98645111847,2013
10210,84,"HY","WAT","Ketchikan Public Utilities","Conventional Hydroelectric","Ketchikan",4.2,1948,1954,1938,"ASCC",20846,198893,0.566590563165906,9541.06303367553,2013
10210,85,"IC","DFO","Ketchikan Public Utilities","Petroleum Liquids","S W Bailey",25.9,1978.25,1998,1969,"ASCC",10204,73786,0.0449745244265792,7231.08584868679,2013
10230,54934,"IC","LFG","Keystone Recovery Inc","Landfill Gas","Keystone Landfill",5.6,1995.42857142857,1996,1995,"RFC",43416,597295,0.885029354207436,13757.4857195504,2013
10260,2248,"IC","NG","City of Kimball - (NE)","Natural Gas Internal Combustion Engine","Kimball",9.6,1958,1974,1944,"MRO",2,19,2.37823439878234e-05,9500,2013
10273,50410,"ST","WC","Kimberly-Clark Corp","Conventional Steam Coal","Chester Operations",67,1986,1986,1986,"RFC",143837,1131888,0.245070878484291,7869.24087682585,2013
10277,10045,"IC","LFG","Kinsley's Landfill Inc","Landfill Gas","Kinsleys Landfill",2,1985,1985,1985,"RFC",6402,76031,0.36541095890411,11876.1324586067,2013
10320,2986,"IC","NG","City of Kingfisher - (OK)","Natural Gas Internal Combustion Engine","Kingfisher",9.1,1960.4,1970,1954,"SPP",65,881,0.000815394651011089,13553.8461538462,2013
