"Utility.ID","Plant.Code","Prime.Mover","Energy.Source.1","Utility.Name","Technology","Plant.Name","Nameplate.Capacity","Operating.Year.avg","Operating.Year.max","Operating.Year.min","NERC.Region","Net.Generation.MWh","Elec.Fuel.Consumption.MMBtu","Capacity.Factor","Heat.Rate","Year"
10000,1241,"ST","SUB","Kansas City Power & Light Co","Conventional Steam Coal","La Cygne",1578,1975,1977,1973,"SPP",7256107,75198324,0.524919338970201,10363.4530196426,2014
10000,2079,"CA","NG","Kansas City Power & Light Co","Natural Gas Fired Combined Cycle","Hawthorn",146,2000,2000,2000,"SPP",13645,1171,0.0106688246700444,85.8189813118358,2014
10000,2079,"CT","NG","Kansas City Power & Light Co","Natural Gas Fired Combined Cycle","Hawthorn",176,1997,1997,1997,"SPP",43895,553714,0.0284707088003321,12614.5119034059,2014
10000,2079,"GT","NG","Kansas City Power & Light Co","Natural Gas Fired Combustion Turbine","Hawthorn",154,2000,2000,2000,"SPP",12317,176958,0.00913019628773053,14366.9724770642,2014
10000,2079,"ST","SUB","Kansas City Power & Light Co","Conventional Steam Coal","Hawthorn",594.3,1969,1969,1969,"SPP",3334867,34497049,0.640573077416584,10344.3552621439,2014
10000,2080,"ST","SUB","Kansas City Power & Light Co","Conventional Steam Coal","Montrose",564,1960.66666666667,1964,1958,"SPP",2856381,31591725,0.578139876615175,11060.0529131093,2014
10000,2081,"GT","DFO","Kansas City Power & Light Co","Petroleum Liquids","Northeast (MO)",484,1975,1977,1972,"SPP",0,0,0,NA,2014
10000,2081,"IC","DFO","Kansas City Power & Light Co","Petroleum Liquids","Northeast (MO)",2,1985,1985,1985,"SPP",1055,35241,0.0602168949771689,33403.7914691943,2014
10000,56351,"WT","WND","Kansas City Power & Light Co","Onshore Wind Turbine","Spearville",148.5,2008,2010,2006,"SPP",476587,4532342,0.366363021385852,9509.99922364647,2014
10000,6065,"ST","SUB","Kansas City Power & Light Co","Conventional Steam Coal","Iatan",1640,1995,2010,1980,"SPP",9155451,89037316,0.637282200133645,9725.06062235492,2014
10000,7928,"GT","NG","Kansas City Power & Light Co","Natural Gas Fired Combustion Turbine","Osawatomie",90,2003,2003,2003,"SPP",12149,172800,0.0154096905124302,14223.3928718413,2014
10000,7929,"GT","NG","Kansas City Power & Light Co","Natural Gas Fired Combustion Turbine","West Gardner",365.2,2003,2003,2003,"SPP",34444,482665,0.0107666031498347,14013.0356520729,2014
10004,50329,"IC","OBG","King County Dept-Natural Res","Other Waste Biomass","West Point Treatment Plant",4.6,2012,2012,2012,"WECC",16881,169605,0.418924955330554,10047.0943664475,2014
10005,1240,"GT","NG","Kansas Gas & Electric Co","Natural Gas Fired Combustion Turbine","Gordon Evans Energy Center",375.1,2000.33333333333,2001,2000,"SPP",78704,952543,0.0239522124389356,12102.853730433,2014
10005,1240,"IC","DFO","Kansas Gas & Electric Co","Petroleum Liquids","Gordon Evans Energy Center",2.9,1969,1969,1969,"SPP",39,596,0.00153519130845536,15282.0512820513,2014
10005,1240,"ST","NG","Kansas Gas & Electric Co","Natural Gas Steam Turbine","Gordon Evans Energy Center",526,1964,1967,1961,"SPP",263000,3597200,0.0570776255707763,13677.566539924,2014
10005,1242,"ST","NG","Kansas Gas & Electric Co","Natural Gas Steam Turbine","Murray Gill",228,1957.5,1959,1956,"SPP",89345,1537700,0.0447333373387807,17210.8120208182,2014
10023,2500,"CA","NG","TC Ravenswood LLC","Natural Gas Fired Combined Cycle","Ravenswood",80,2003,2003,2003,"NPCC",459085,0,0.655087043378995,0,2014
10023,2500,"CT","NG","TC Ravenswood LLC","Natural Gas Fired Combined Cycle","Ravenswood",170,2003,2003,2003,"NPCC",1048829,11129335,0.70429022293849,10611.2006819033,2014
10023,2500,"GT","NG","TC Ravenswood LLC","Natural Gas Fired Combustion Turbine","Ravenswood",523,1968.875,1969,1967,"NPCC",13944,236852,0.0030435579768983,16985.9437751004,2014
10023,2500,"ST","NG","TC Ravenswood LLC","Natural Gas Steam Turbine","Ravenswood",1827,1963.66666666667,1965,1963,"NPCC",3061092,33380707,0.191264217858455,10904.8362479795,2014
10035,59045,"GT","NG","Kansas Municipal Energy Agency","Natural Gas Fired Combustion Turbine","Jameson Energy Center",27.6,2014,2014,2014,"SPP",1099,19596,0.00454552974654225,17830.7552320291,2014
10046,55809,"WT","WND","Kas Brothers Windfarm LLC","Onshore Wind Turbine","Kas Brothers Windfarm",1.5,2001,2001,2001,"MRO",3999,38031,0.304337899543379,9510.12753188297,2014
1005,54801,"HY","WAT","Avalon/Mayo Hydropower LLC","Conventional Hydroelectric","Avalon/Mayo Hydropower",1.2,1999,2000,1997,"SERC",4118,39164,0.391742770167428,9510.44196211753,2014
10056,4118,"GT","NG","City of Kaukauna","Natural Gas Fired Combustion Turbine","Kaukauna Gas Turbine",18,1969,1969,1969,"MRO",997,16284,0.00632293252156266,16332.998996991,2014
10056,4119,"HY","WAT","City of Kaukauna","Conventional Hydroelectric","Little Chute",3.3,1948,1948,1948,"MRO",24588,233832,0.850560398505604,9510.00488042948,2014
10056,4120,"HY","WAT","City of Kaukauna","Conventional Hydroelectric","New Badger",8.2,2014,2014,2014,"MRO",41774,397271,0.581551397705758,9510.00622396706,2014
10056,4122,"HY","WAT","City of Kaukauna","Conventional Hydroelectric","Rapide Croche",2.4,1926,1926,1926,"MRO",17760,168899,0.844748858447489,9510.07882882883,2014
10056,4201,"HY","WAT","City of Kaukauna","Conventional Hydroelectric","Combined Locks",6.2,1988,1988,1988,"MRO",45542,433103,0.838525556046546,9509.96881999034,2014
10056,54885,"HY","WAT","City of Kaukauna","Conventional Hydroelectric","Kimberly Mill",2.1,1926.66666666667,1927,1926,"RFC",13952,132684,0.758425744727115,9510.03440366972,2014
10056,7822,"HY","WAT","City of Kaukauna","Conventional Hydroelectric","Kaukauna City Hydro",4.8,1941,1942,1940,"MRO",36576,347837,0.86986301369863,9509.97922134733,2014
10071,56258,"GT","OTH","Kauai Island Utility Cooperative","All Other","Kapaia Power Station",39.1,2002,2002,2002,"HICC",210703,1843727,0.615162503357507,8750.35951078058,2014
10071,58640,"PV","SUN","Kauai Island Utility Cooperative","Solar Photovoltaic","KRS II Koloa Solar",12,2014,2014,2014,"",10412,99019,0.0990487062404871,9510.084517864,2014
10071,6474,"CA","DFO","Kauai Island Utility Cooperative","Petroleum Liquids","Port Allen (HI)",10,1969,1969,1969,"HICC",3391,62142,0.0387100456621005,18325.5676791507,2014
10071,6474,"CT","DFO","Kauai Island Utility Cooperative","Petroleum Liquids","Port Allen (HI)",43,1975,1977,1973,"HICC",9781,153471,0.0259663374747797,15690.7269195379,2014
10071,6474,"IC","DFO","Kauai Island Utility Cooperative","Petroleum Liquids","Port Allen (HI)",46.5,1977.11111111111,1991,1964,"HICC",152753,1452447,0.375001227475819,9508.46791879701,2014
10077,10042,"GT","NG","Kaweah Delta Hospital","Natural Gas Fired Combustion Turbine","Kaweah Delta District Hospital",3.5,2008,2008,2008,"WECC",0,355275,0,Inf,2014
1009,1961,"ST","NG","City of Austin - (MN)","Natural Gas Steam Turbine","Austin Northeast",31.9,1971,1971,1971,"MRO",0,0,0,NA,2014
10099,54343,"HY","WAT","Kaweah River Power Authority","Conventional Hydroelectric","Terminus Hydroelectric Project",20.1,1990,1990,1990,"WECC",5432,51658,0.0308503146368614,9509.941089838,2014
10127,50712,"WT","WND","Kenetech Windpower Inc","Onshore Wind Turbine","Altamont Pass Windplant",332.5,1983,1983,1983,"WECC",339513,3228769,0.116562982799464,9510.00108979627,2014
1015,3548,"GT","NG","Austin Energy","Natural Gas Fired Combustion Turbine","Decker Creek",206,1988,1988,1988,"TRE",32495,460773,0.0180071596400231,14179.8122788121,2014
1015,3548,"ST","NG","Austin Energy","Natural Gas Steam Turbine","Decker Creek",726,1974.5,1978,1971,"TRE",335372,3964930,0.0527334364818798,11822.4836897535,2014
