"Utility.ID","Plant.Code","Prime.Mover","Energy.Source.1","Utility.Name","Technology","Plant.Name","Nameplate.Capacity","Operating.Year.avg","Operating.Year.max","Operating.Year.min","NERC.Region","Net.Generation.MWh","Elec.Fuel.Consumption.MMBtu","Capacity.Factor","Heat.Rate","Year"
10000,1241,"ST","SUB","Kansas City Power & Light Co","Conventional Steam Coal","La Cygne",1578,1975,1977,1973,"SPP",9255671,95925384,0.669571259498469,10363.9578373086,2008
10000,2079,"CA","NG","Kansas City Power & Light Co","Natural Gas Fired Combined Cycle","Hawthorn",142.8,2000,2000,2000,"SPP",78472,135128,0.0627310284844531,1721.99000917525,2008
10000,2079,"CT","NG","Kansas City Power & Light Co","Natural Gas Fired Combined Cycle","Hawthorn",164,1997,1997,1997,"SPP",210542,2379036,0.1465516761332,11299.579181351,2008
10000,2079,"GT","NG","Kansas City Power & Light Co","Natural Gas Fired Combustion Turbine","Hawthorn",170,2000,2000,2000,"SPP",15363,234514,0.0103162771958098,15264.8571242596,2008
10000,2079,"ST","SUB","Kansas City Power & Light Co","Conventional Steam Coal","Hawthorn",594.3,1969,1969,1969,"SPP",3486050,36563359,0.669612844088859,10488.4780769065,2008
10000,2080,"ST","SUB","Kansas City Power & Light Co","Conventional Steam Coal","Montrose",564,1960.66666666667,1964,1958,"SPP",3288451,35376617,0.665592109524272,10757.8361362234,2008
10000,2081,"GT","DFO","Kansas City Power & Light Co","Petroleum Liquids","Northeast",484,1975,1977,1972,"SPP",-644,57533,-0.000151892524246198,-89336.9565217391,2008
10000,2081,"IC","DFO","Kansas City Power & Light Co","Petroleum Liquids","Northeast",2,1985,1985,1985,"SPP",0,0,0,NA,2008
10000,56351,"WT","WND","Kansas City Power & Light Co","Onshore Wind Turbine","Spearville",100,2006,2006,2006,"SPP",415327,4092632,0.474117579908676,9853.99937880273,2008
10000,6065,"ST","SUB","Kansas City Power & Light Co","Conventional Steam Coal","Iatan",726,1980,1980,1980,"SPP",4240880,42635840,0.66683019485012,10053.5360585539,2008
10000,7928,"GT","NG","Kansas City Power & Light Co","Natural Gas Fired Combustion Turbine","Osawatomie",90,2003,2003,2003,"SPP",1878,32442,0.0023820395738204,17274.7603833866,2008
10000,7929,"GT","NG","Kansas City Power & Light Co","Natural Gas Fired Combustion Turbine","West Gardner",365.2,2003,2003,2003,"SPP",73002,1012602,0.0228191720806014,13870.8802498562,2008
10005,1240,"GT","NG","Kansas Gas & Electric Co","Natural Gas Fired Combustion Turbine","Gordon Evans Energy Center",375.1,2000.33333333333,2001,2000,"SPP",66516,803801,0.0202430036921661,12084.3255758013,2008
10005,1240,"IC","DFO","Kansas Gas & Electric Co","Petroleum Liquids","Gordon Evans Energy Center",2.9,1969,1969,1969,"SPP",44,503,0.00173201070697528,11431.8181818182,2008
10005,1240,"ST","NG","Kansas Gas & Electric Co","Natural Gas Steam Turbine","Gordon Evans Energy Center",526,1964,1967,1961,"SPP",494560,6033871,0.107331979096133,12200.4832578454,2008
10005,1242,"ST","NG","Kansas Gas & Electric Co","Natural Gas Steam Turbine","Murray Gill",349,1955.25,1959,1952,"SPP",211577,2915017,0.0692052308618231,13777.5703408215,2008
